Date,Open,High,Low,Close,Adj Close,Volume,Labels
2016-01-14,97.959999,100.480003,95.739998,99.519997,94.396004,63170100,hold
2016-01-15,96.199997,97.709999,95.360001,97.129997,92.129074,79010000,hold
2016-01-19,98.410004,98.650002,95.5,96.660004,91.683258,53087700,hold
2016-01-20,95.099998,98.190002,93.419998,96.790001,91.80658,72334400,hold
2016-01-21,97.059998,97.879997,94.940002,96.300003,91.341797,52161500,hold
2016-01-22,98.629997,101.459999,98.370003,101.419998,96.198181,65800500,sell
2016-01-25,101.519997,101.529999,99.209999,99.440002,94.320129,51794500,hold
2016-01-26,99.93,100.879997,98.07,99.989998,94.841805,75077000,hold
2016-01-27,96.040001,96.629997,93.339996,93.419998,88.610069,133369700,buy
2016-01-28,93.790001,94.519997,92.389999,94.089996,89.245575,55678800,hold
2016-01-29,94.790001,97.339996,94.349998,97.339996,92.328247,64416500,hold
2016-02-01,96.470001,96.709999,95.400002,96.43,91.465096,40943500,hold
2016-02-02,95.419998,96.040001,94.279999,94.480003,89.615509,37357200,hold
2016-02-03,95.0,96.839996,94.080002,96.349998,91.389221,45964300,hold
2016-02-04,95.860001,97.330002,95.190002,96.599998,92.123528,46471700,hold
2016-02-05,96.519997,96.919998,93.690002,94.019997,89.66308599999998,46418100,hold
2016-02-08,93.129997,95.699997,93.040001,95.010002,90.607224,54021400,hold
2016-02-09,94.290001,95.940002,93.93,94.989998,90.58815,44331200,hold
2016-02-10,95.919998,96.349998,94.099998,94.269997,89.90151999999998,42343600,hold
2016-02-11,93.790001,94.720001,92.589996,93.699997,89.35791800000001,50074700,buy
2016-02-12,94.190002,94.5,93.010002,93.989998,89.634491,40351400,hold
2016-02-16,95.019997,96.849998,94.610001,96.639999,92.161667,49057900,hold
2016-02-17,96.669998,98.209999,96.150002,98.120003,93.573105,44863200,sell
2016-02-18,98.839996,98.889999,96.089996,96.260002,91.799301,39021000,hold
2016-02-19,96.0,96.760002,95.800003,96.040001,91.589478,35374200,hold
2016-02-22,96.309998,96.900002,95.919998,96.879997,92.390556,34280800,hold
2016-02-23,96.400002,96.5,94.550003,94.690002,90.302055,31942600,buy
2016-02-24,93.980003,96.379997,93.32,96.099998,91.646713,36255700,hold
2016-02-25,96.050003,96.760002,95.25,96.760002,92.276115,27582700,hold
2016-02-26,97.199997,98.019997,96.580002,96.910004,92.419174,28991100,hold
2016-02-29,96.860001,98.230003,96.650002,96.690002,92.209389,35216300,hold
2016-03-01,97.650002,100.769997,97.419998,100.529999,95.871414,50407100,hold
2016-03-02,100.510002,100.889999,99.639999,100.75,96.081238,33169600,hold
2016-03-03,100.580002,101.709999,100.449997,101.5,96.796463,36955700,hold
2016-03-04,102.370003,103.75,101.370003,103.010002,98.236504,46055100,sell
2016-03-07,102.389999,102.830002,100.959999,101.870003,97.14933,35828900,hold
2016-03-08,100.779999,101.760002,100.400002,101.029999,96.348251,31561900,buy
2016-03-09,101.309998,101.580002,100.269997,101.120003,96.434074,27201700,hold
2016-03-10,101.410004,102.239998,100.150002,101.169998,96.481743,33513600,hold
2016-03-11,102.239998,102.279999,101.5,102.260002,97.521263,27408200,hold
2016-03-14,101.910004,102.910004,101.779999,102.519997,97.769196,25076100,hold
2016-03-15,103.959999,105.18,103.849998,104.580002,99.733742,40067700,hold
2016-03-16,104.610001,106.309998,104.589996,105.970001,101.059334,38303500,hold
2016-03-17,105.519997,106.470001,104.959999,105.800003,100.897209,34420700,hold
2016-03-18,106.339996,106.5,105.190002,105.919998,101.01165,44205200,hold
2016-03-21,105.93,107.650002,105.139999,105.910004,101.002113,35502700,hold
2016-03-22,105.25,107.290001,105.209999,106.720001,101.774574,32444400,hold
2016-03-23,106.480003,107.07,105.900002,106.129997,101.211914,25703500,hold
2016-03-24,105.470001,106.25,104.889999,105.669998,100.773232,26133000,hold
2016-03-28,106.0,106.190002,105.059998,105.190002,100.315475,19411400,buy
2016-03-29,104.889999,107.790001,104.879997,107.68,102.690094,31190100,hold
2016-03-30,108.650002,110.419998,108.599998,109.559998,104.482964,45601100,hold
2016-03-31,109.720001,109.900002,108.879997,108.989998,103.939392,25888400,hold
2016-04-01,108.779999,110.0,108.199997,109.989998,104.893044,25874000,hold
2016-04-04,110.419998,112.190002,110.269997,111.120003,105.97068,37356200,sell
2016-04-05,109.510002,110.730003,109.419998,109.809998,104.721375,26578700,hold
2016-04-06,110.230003,110.980003,109.199997,110.959999,105.818092,26404100,hold
2016-04-07,109.949997,110.419998,108.120003,108.540001,103.510231,31801900,buy
2016-04-08,108.910004,109.769997,108.169998,108.660004,103.624672,23581700,hold
2016-04-11,108.970001,110.610001,108.830002,109.019997,103.967987,29407500,hold
2016-04-12,109.339996,110.5,108.660004,110.440002,105.322182,27232300,hold
2016-04-13,110.800003,112.339996,110.800003,112.040001,106.848053,33257300,hold
2016-04-14,111.620003,112.389999,111.330002,112.099998,106.905258,25473900,sell
2016-04-15,112.110001,112.300003,109.730003,109.849998,104.759529,46939000,hold
2016-04-18,108.889999,108.949997,106.940002,107.480003,102.499367,60834000,hold
2016-04-19,107.879997,108.0,106.230003,106.910004,101.955765,32384900,hold
2016-04-20,106.639999,108.089996,106.059998,107.129997,102.165581,30611000,hold
2016-04-21,106.93,106.93,105.519997,105.970001,101.059334,31552500,hold
2016-04-22,105.010002,106.480003,104.620003,105.68,100.782768,33683100,hold
2016-04-25,105.0,105.650002,104.510002,105.080002,100.210571,28031600,hold
2016-04-26,103.910004,105.300003,103.910004,104.349998,99.514389,56016200,hold
2016-04-27,96.0,98.709999,95.68,97.82,93.287018,114602100,hold
2016-04-28,97.610001,97.879997,94.25,94.830002,90.435562,82242700,hold
2016-04-29,93.989998,94.720001,92.510002,93.739998,89.39606500000002,68531500,hold
2016-05-02,93.970001,94.080002,92.400002,93.639999,89.300697,48160100,hold
2016-05-03,94.199997,95.739998,93.68,95.18,90.769348,56831300,hold
2016-05-04,95.199997,95.900002,93.82,94.190002,89.825218,41025500,hold
2016-05-05,94.0,94.07,92.68,93.239998,89.460617,35890500,hold
2016-05-06,93.370003,93.449997,91.849998,92.720001,88.96169300000003,43458200,hold
2016-05-09,93.0,93.769997,92.589996,92.790001,89.02885400000002,32936400,hold
2016-05-10,93.330002,93.57,92.110001,93.419998,89.63331600000002,33686800,hold
2016-05-11,93.480003,93.57,92.459999,92.510002,88.76020799999998,28719100,hold
2016-05-12,92.720001,92.779999,89.470001,90.339996,86.678162,76314700,buy
2016-05-13,90.0,91.669998,90.0,90.519997,86.850861,44392800,hold
2016-05-16,92.389999,94.389999,91.650002,93.879997,90.074677,61259800,hold
2016-05-17,94.550003,94.699997,93.010002,93.489998,89.700478,46916900,hold
2016-05-18,94.160004,95.209999,93.889999,94.559998,90.727135,42062400,hold
2016-05-19,94.639999,94.639999,93.57,94.199997,90.381699,30442100,hold
2016-05-20,94.639999,95.43,94.519997,95.220001,91.360359,32026000,hold
2016-05-23,95.870003,97.190002,95.669998,96.43,92.521317,38018600,hold
2016-05-24,97.220001,98.089996,96.839996,97.900002,93.93174,35140200,hold
2016-05-25,98.669998,99.739998,98.110001,99.620003,95.582016,38168800,hold
2016-05-26,99.68,100.730003,98.639999,100.410004,96.339989,56331200,sell
2016-05-27,99.440002,100.470001,99.25,100.349998,96.282417,36229500,hold
2016-05-31,99.599998,100.400002,98.82,99.860001,95.812286,42307200,hold
2016-06-01,99.019997,99.540001,98.330002,98.459999,94.469025,29173300,hold
2016-06-02,97.599998,97.839996,96.629997,97.720001,93.759041,40191600,buy
2016-06-03,97.790001,98.269997,97.449997,97.919998,93.95092,28062900,hold
2016-06-06,97.989998,101.889999,97.550003,98.629997,94.632133,23292500,hold
2016-06-07,99.25,99.870003,98.959999,99.029999,95.01593,22409500,hold
2016-06-08,99.019997,99.559998,98.68,98.940002,94.929588,20848100,hold
2016-06-09,98.5,99.989998,98.459999,99.650002,95.610802,26601400,sell
2016-06-10,98.529999,99.349998,98.480003,98.830002,94.824051,31712900,hold
2016-06-13,98.690002,99.120003,97.099998,97.339996,93.394432,38020500,hold
2016-06-14,97.32,98.480003,96.75,97.459999,93.50956,31931900,hold
2016-06-15,97.82,98.410004,97.029999,97.139999,93.202545,29445200,hold
2016-06-16,96.449997,97.75,96.07,97.550003,93.595924,31326800,hold
2016-06-17,96.620003,96.650002,95.300003,95.330002,91.465912,61008200,hold
2016-06-20,96.0,96.57,95.029999,95.099998,91.245224,34411900,hold
2016-06-21,94.940002,96.349998,94.68,95.910004,92.0224,35546400,hold
2016-06-22,96.25,96.889999,95.349998,95.550003,91.676987,29219100,hold
2016-06-23,95.940002,96.290001,95.25,96.099998,92.204697,32240200,hold
2016-06-24,92.910004,94.660004,92.650002,93.400002,89.614136,75311400,hold
2016-06-27,93.0,93.050003,91.5,92.040001,88.30925,45489600,buy
2016-06-28,92.900002,93.660004,92.139999,93.589996,89.796425,40444900,hold
2016-06-29,93.970001,94.550003,93.629997,94.400002,90.573608,36531000,hold
2016-06-30,94.440002,95.769997,94.300003,95.599998,91.72496,35836400,hold
2016-07-01,95.489998,96.470001,95.330002,95.889999,92.003212,26026500,hold
2016-07-05,95.389999,95.400002,94.459999,94.989998,91.139679,27705200,buy
2016-07-06,94.599998,95.660004,94.370003,95.529999,91.657799,30949100,hold
2016-07-07,95.699997,96.5,95.620003,95.940002,92.051186,25139600,hold
2016-07-08,96.489998,96.889999,96.050003,96.68,92.761185,28912100,hold
2016-07-11,96.75,97.650002,96.730003,96.980003,93.049026,23794900,hold
2016-07-12,97.169998,97.699997,97.120003,97.419998,93.471191,24167500,hold
2016-07-13,97.410004,97.669998,96.839996,96.870003,92.943474,25892200,buy
2016-07-14,97.389999,98.989998,97.32,98.790001,94.78566,38919000,hold
2016-07-15,98.919998,99.300003,98.5,98.779999,94.776062,30137000,hold
2016-07-18,98.699997,100.129997,98.599998,99.830002,95.783508,36493900,hold
2016-07-19,99.559998,100.0,99.339996,99.870003,95.821877,23779900,hold
2016-07-20,100.0,100.459999,99.739998,99.959999,95.908234,26276000,hold
2016-07-21,99.830002,101.0,99.129997,99.43,95.399712,32702000,hold
2016-07-22,99.260002,99.300003,98.309998,98.660004,94.660934,28313700,hold
2016-07-25,98.25,98.839996,96.919998,97.339996,93.394432,40382900,hold
2016-07-26,96.82,97.970001,96.419998,96.669998,92.751587,56239800,buy
2016-07-27,104.269997,104.349998,102.75,102.949997,98.777039,92344800,hold
2016-07-28,102.830002,104.449997,102.82,104.339996,100.11068,39869800,hold
2016-07-29,104.190002,104.550003,103.68,104.209999,99.98597,27733700,hold
2016-08-01,104.410004,106.150002,104.410004,106.050003,101.751366,38167900,hold
2016-08-02,106.050003,106.07,104.0,104.480003,100.245026,33816600,hold
2016-08-03,104.809998,105.839996,104.769997,105.790001,101.501923,30202600,hold
2016-08-04,105.580002,106.0,105.279999,105.870003,102.12896,27408700,hold
2016-08-05,106.269997,107.650002,106.18,107.480003,103.682068,40553400,hold
2016-08-08,107.519997,108.370003,107.160004,108.370003,104.540619,28037200,hold
2016-08-09,108.230003,108.940002,108.010002,108.809998,104.965057,26315200,hold
2016-08-10,108.709999,108.900002,107.760002,108.0,104.183685,24008500,hold
2016-08-11,108.519997,108.93,107.849998,107.93,104.116165,27484500,buy
2016-08-12,107.779999,108.440002,107.779999,108.18,104.357323,18660400,hold
2016-08-15,108.139999,109.540001,108.080002,109.480003,105.611389,25868200,sell
2016-08-16,109.629997,110.230003,109.209999,109.379997,105.514908,33794400,hold
2016-08-17,109.099998,109.370003,108.339996,109.220001,105.360565,25356000,hold
2016-08-18,109.230003,109.599998,109.019997,109.080002,105.225525,21984700,hold
2016-08-19,108.769997,109.690002,108.360001,109.360001,105.495628,25368100,hold
2016-08-22,108.860001,109.099998,107.849998,108.510002,104.675682,25820200,hold
2016-08-23,108.589996,109.32,108.529999,108.849998,105.003647,21257700,hold
2016-08-24,108.57,108.75,107.68,108.029999,104.212624,23675100,hold
2016-08-25,107.389999,107.879997,106.68,107.57,103.768875,25086200,hold
2016-08-26,107.410004,107.949997,106.309998,106.940002,103.16114,27766300,hold
2016-08-29,106.620003,107.440002,106.290001,106.82,103.045387,24970300,hold
2016-08-30,105.800003,106.5,105.5,106.0,102.254356,24863900,buy
2016-08-31,105.660004,106.57,105.639999,106.099998,102.35083,29662400,hold
2016-09-01,106.139999,106.800003,105.620003,106.730003,102.958557,26701500,hold
2016-09-02,107.699997,108.0,106.82,107.730003,103.923233,26802500,hold
2016-09-06,107.900002,108.300003,107.510002,107.699997,103.894279,26880400,hold
2016-09-07,107.830002,108.760002,107.07,108.360001,104.530952,42364300,hold
2016-09-08,107.25,107.269997,105.239998,105.519997,101.791313,53002000,hold
2016-09-09,104.639999,105.720001,103.129997,103.129997,99.485771,46557000,buy
2016-09-12,102.650002,105.720001,102.529999,105.440002,101.714149,45292800,hold
2016-09-13,107.510002,108.790001,107.239998,107.949997,104.135429,62176200,hold
2016-09-14,108.730003,113.029999,108.599998,111.769997,107.82046499999998,110888700,hold
2016-09-15,113.860001,115.730003,113.489998,115.57,111.486183,89983600,sell
2016-09-16,115.120003,116.129997,114.040001,114.919998,110.859154,79886900,hold
2016-09-19,115.190002,116.18,113.25,113.580002,109.566505,47023000,hold
2016-09-20,113.050003,114.120003,112.510002,113.57,109.556847,34514300,hold
2016-09-21,113.849998,113.989998,112.440002,113.550003,109.537567,36003200,hold
2016-09-22,114.349998,114.940002,114.0,114.620003,110.569763,31074000,hold
2016-09-23,114.419998,114.790001,111.550003,112.709999,108.727242,52481200,hold
2016-09-26,111.639999,113.389999,111.550003,112.879997,108.891235,29869400,hold
2016-09-27,113.0,113.18,112.339996,113.089996,109.093826,24607400,hold
2016-09-28,113.690002,114.639999,113.43,113.949997,109.923431,29641100,hold
2016-09-29,113.160004,113.800003,111.800003,112.18,108.215973,35887000,buy
2016-09-30,112.459999,113.370003,111.800003,113.050003,109.055237,36379100,hold
2016-10-03,112.709999,113.050003,112.279999,112.519997,108.543961,21701800,hold
2016-10-04,113.059998,114.309998,112.629997,113.0,109.006996,29736800,hold
2016-10-05,113.400002,113.660004,112.690002,113.050003,109.055237,21453100,hold
2016-10-06,113.699997,114.339996,113.129997,113.889999,109.865555,28779300,hold
2016-10-07,114.309998,114.559998,113.510002,114.059998,110.029549,24358400,hold
2016-10-10,115.019997,116.75,114.720001,116.050003,111.949234,36236000,hold
2016-10-11,117.699997,118.690002,116.199997,116.300003,112.190392,64041000,hold
2016-10-12,117.349998,117.980003,116.75,117.339996,113.193642,37586800,hold
2016-10-13,116.790001,117.440002,115.720001,116.980003,112.846367,35192400,buy
2016-10-14,117.879997,118.169998,117.129997,117.629997,113.47338899999998,35652200,sell
2016-10-17,117.330002,117.839996,116.779999,117.550003,113.396225,23624900,hold
2016-10-18,118.18,118.209999,117.449997,117.470001,113.319046,24553500,hold
2016-10-19,117.25,117.760002,113.800003,117.120003,112.981422,20034600,hold
2016-10-20,116.860001,117.379997,116.330002,117.059998,112.923523,24125800,hold
2016-10-21,116.809998,116.910004,116.279999,116.599998,112.479797,23192700,hold
2016-10-24,117.099998,117.739998,117.0,117.650002,113.492691,23538700,hold
2016-10-25,117.949997,118.360001,117.309998,118.25,114.071487,48129000,sell
2016-10-26,114.309998,115.699997,113.309998,115.589996,111.505486,66134200,hold
2016-10-27,115.389999,115.860001,114.099998,114.480003,110.434715,34562000,hold
2016-10-28,113.870003,115.209999,113.449997,113.720001,109.701561,37861700,hold
2016-10-31,113.650002,114.230003,113.199997,113.540001,109.527924,26419400,hold
2016-11-01,113.459999,113.769997,110.529999,111.489998,107.550346,43825800,hold
2016-11-02,111.400002,112.349998,111.230003,111.589996,107.64682,28331700,hold
2016-11-03,110.980003,111.459999,109.550003,109.830002,106.492989,26932600,hold
2016-11-04,108.529999,110.25,108.110001,108.839996,105.533058,30837000,hold
2016-11-07,110.080002,110.510002,109.459999,110.410004,107.055359,32560000,hold
2016-11-08,110.309998,111.720001,109.699997,111.059998,107.6856,24054500,sell
2016-11-09,109.879997,111.32,108.050003,110.879997,107.511078,59176400,hold
2016-11-10,111.089996,111.089996,105.830002,107.790001,104.514961,57134500,hold
2016-11-11,107.120003,108.870003,106.550003,108.43,105.135513,34094100,hold
2016-11-14,107.709999,107.809998,104.080002,105.709999,102.498161,51175500,buy
2016-11-15,106.57,107.68,106.160004,107.110001,103.855637,32264500,hold
2016-11-16,106.699997,110.230003,106.599998,109.989998,106.648132,58840500,hold
2016-11-17,109.809998,110.349998,108.830002,109.949997,106.609329,27632000,hold
2016-11-18,109.720001,110.540001,109.660004,110.059998,106.715996,28428900,hold
2016-11-21,110.120003,111.989998,110.010002,111.730003,108.335266,29264600,hold
2016-11-22,111.949997,112.419998,111.400002,111.800003,108.40313700000002,25965500,sell
2016-11-23,111.360001,111.510002,110.330002,111.230003,107.850449,27426400,hold
2016-11-25,111.129997,111.870003,110.949997,111.790001,108.393433,11475900,hold
2016-11-28,111.43,112.470001,111.389999,111.57,108.180122,27194000,hold
2016-11-29,110.779999,112.029999,110.07,111.459999,108.073463,28528800,hold
2016-11-30,111.599998,112.199997,110.269997,110.519997,107.162018,36162300,hold
2016-12-01,110.370003,110.940002,109.029999,109.489998,106.163315,37086900,hold
2016-12-02,109.169998,110.089996,108.849998,109.900002,106.56086,26528000,hold
2016-12-05,110.0,110.029999,108.25,109.110001,105.794868,34324500,buy
